provincia;titulo;tipo_objeto;autor;fecha_periodo_obra;fecha_robo
Otros;HACHA;ARQUEOLÓGICO;BAHÍA ;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2008
Otros;HACHA;ARQUEOLÓGICO;BAHÍA ;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2008
Otros;HACHA;ARQUEOLÓGICO;BAHÍA ;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2008
Otros;HACHA;ARQUEOLÓGICO;BAHÍA ;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2008
Otros;HACHA;ARQUEOLÓGICO;BAHÍA ;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2008
Otros;HACHA;ARQUEOLÓGICO;BAHÍA ;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2008
Otros;HACHA;ARQUEOLÓGICO;BAHÍA ;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2008
Otros;HACHA;ARQUEOLÓGICO;BAHÍA ;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2008
Otros;HACHA;ARQUEOLÓGICO;BAHÍA ;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2008
Otros;HACHA;ARQUEOLÓGICO;BAHÍA ;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2008
Pichincha;ANGEL;ESCULTURA;ANÓNIMO;N/D;01-dic-05
Pichincha;NIÑO DE PRAGA;ESCULTURA;ANÓNIMO;SIGLO XVIII;01-dic-05
Pichincha;NIÑO DE LA VIRGEN DEL CISNE;ESCULTURA;ANÓNIMO;N/D;01-dic-05
Pichincha;NIÑO  DE LA VIRGEN DEL ROSARIO;ESCULTURA;ANÓNIMO;SIGLO XVIII;01-dic-05
Pichincha;CRISTO;ESCULTURA;ANÓNIMO;N/D;01-dic-05
Pichincha;ARETES ;ORFEBRERÍA;ANÓNIMO;N/D;01-dic-05
Pichincha;ARETES ;ORFEBRERÍA;ANÓNIMO;N/D;01-dic-05
Pichincha;VIRGEN DE QUITO INMACULADA;ESCULTURA;ANÓNIMO;N/D;27-ago-02
Pichincha;SANTA ANA;ESCULTURA;ANÓNIMO;N/D;27-ago-02
Pichincha;NIÑO DIVINO;ESCULTURA;ANÓNIMO;N/D;27-ago-02
Pichincha;SAGRADO CORAZÓN DE JESÚS;PINTURA;ANÓNIMO;N/D;27-ago-02
Pichincha;FLORERO (JARRÓN);MOBILIARIO UTILITARIO;ANÓNIMO;N/D;27-ago-02
Pichincha;SIN TITULO;PINTURA;KINGMAN;N/D;13-may-05
Pichincha;SIN TITULO;PINTURA;KINGMAN;N/D;13-may-05
Pichincha;SIN TITULO;PINTURA;GUAYASAMÍN;N/D;13-may-05
Pichincha;VIRGEN ROSA MISTICA;ESCULTURA;ANÓNIMO;N/D;2003
Pichincha;SAGRADO CORAZÓN  DE JESÚS ;ESCULTURA;ANÓNIMO;N/D;2003
Pichincha; COPAS;ORFEBRERÍA;ANÓNIMO;N/D;20-nov-03
Pichincha; COPONES;ORFEBRERÍA;ANÓNIMO;N/D;20-nov-03
Pichincha;INCENSARIO ;ORFEBRERÍA;ANÓNIMO;N/D;20-nov-03
Pichincha; HISOPO;ORFEBRERÍA;ANÓNIMO;N/D;20-nov-03
Pichincha;CATRE;ORFEBRERÍA;ANÓNIMO;N/D;20-nov-03
Pichincha;CALVARIO;ESCULTURA;PAMPITE;N/D;28-sep-04
Pichincha;SIN TITULO;PINTURA;KINGMAN;1991;26-ene-08
Pichincha;SIMÓN BOLIVAR;PINTURA;ALBERTO J. WALLIS;1930;14-feb-04
Pichincha;SAN FRANCISCO DE PAULA;PINTURA;ANÓNIMO;SIGLO XIX; 2000
Pichincha;SAN PABLO ERMITAÑO       ;PINTURA;ANÓNIMO; SIGLO XX; 2000
Pichincha;SAN PEDRO PASCUAL;PINTURA;ANÓNIMO;SIGLO XVIII; 2000
Pichincha;SAN GERONIMO;PINTURA;ANÓNIMO;SIGLO XIX; 2000
Pichincha;RETRATO MASCULINO 439;PINTURA;ANÓNIMO;SIGLO XIX; 2000
Pichincha;CUADRANTE;TEXTILES;ANÓNIMO; SIGLO XX; 2000
Pichincha;SAN JOSE CON EL NIÑO JESÚS;PINTURA;ANÓNIMO;SIGLO XIX; 2000
Pichincha;SANTA MARIANA DE JESUS;PINTURA;ANÓNIMO;SIGLO XIX; 2000
Pichincha;VIRGEN DEL CARMEN;PINTURA;ANÓNIMO; SIGLO XIX - XX; 2000
Pichincha;NATIVIDAD;PINTURA;ANÓNIMO; SIGLO XIX; 2000
Pichincha;SAN JOSE CON EL NIÑO JESÚS;PINTURA;ANÓNIMO; SIGLO XIX; 2000
Pichincha;MATER AMABILIS;PINTURA;ANÓNIMO; SIGLO XIX; 2000
Pichincha;CRUCIFIJO;ESCULTURA;ANÓNIMO; SIGLO XIX; 2000
Pichincha;JESÚS DEL GRAN PODER;ESCULTURA;ANÓNIMO; SIGLO XX; 2000
Pichincha;SEÑOR DE LA COLUMNA;PINTURA;ANÓNIMO; SIGLO XIX; 2000
Pichincha;RETRATO MASCULINO ;PINTURA;ANÓNIMO; SIGLO XIX; 2000
Pichincha;SANTA ROSA DE LIMA ;PINTURA;ANÓNIMO; SIGLO XIX; 2000
Pichincha;VIRGEN DEL ROSARIO;PINTURA;ANÓNIMO; SIGLO XIX; 2000
Pichincha;VIRGEN DEL PILAR  ;PINTURA;ANÓNIMO; SIGLO XIX; 2000
Pichincha;VIRGEN DE LA LECHE;PINTURA;ANÓNIMO;SIGLO XVIII; 2000
Pichincha;SANTO TOMAS DE AQUINO;PINTURA;ANÓNIMO; SIGLO XIX; 2000
Pichincha;RETRATO MASCULINO ;PINTURA;ANÓNIMO; SIGLO XIX - XX; 2000
Pichincha;LA FLAGELACIÓN ;PINTURA;ANÓNIMO; SIGLO XVII- XVIII; 2000
Pichincha;MARIA AUXILIADORA CON NIÑO;ESCULTURA;ANÓNIMO; SIGLO XIX;28-ene-10
Imbabura;SALIDA DEL PARAISO DE DAN Y EVA;PINTURA; NICOLAS GOMEZ;1890;15-feb-09
Imbabura;LA NOVIA ;PINTURA;ANÓNIMO;1959-1960;15-feb-09
Imbabura;LA MUERTE DE SIMÓN BOLIVAR;PINTURA;ANÓNIMO;N/D;15-feb-09
Imbabura;UNA NIÑA CON CAPOTA;PINTURA;ANÓNIMO;N/D;15-feb-09
Imbabura; CONDECORACIONES;ORFEBRERÍA;ANÓNIMO;N/D;15-feb-09
Pichincha;INSO-PORTABLE I;PINTURA;JAIME ZAPATA;2005;06-feb-09
Pichincha;NIÑO CON CIRIO;PINTURA;JAIME ZAPATA;2005;06-feb-09
Pichincha;CUERPOS PINTADOS;PINTURA;JAIME ZAPATA;2008;06-feb-09
Pichincha;MADAME GUILLOT;PINTURA;JAIME ZAPATA;1990;06-feb-09
Pichincha;GITANA;PINTURA;JAIME ZAPATA;2005;06-feb-09
Pichincha;MIFE;PINTURA;JAIME ZAPATA;1998;06-feb-09
Pichincha;INSO-PORTABLE II ;PINTURA;JAIME ZAPATA;2000;06-feb-09
Pichincha;SATANGO;PINTURA;JAIME ZAPATA;2000;06-feb-09
Pichincha;DESNUDO NEGRA I;PINTURA;JAIME ZAPATA;2001;06-feb-09
Pichincha;ACORDEÓN II;PINTURA;JAIME ZAPATA;2000;06-feb-09
Pichincha;PAREJA;PINTURA;JAIME ZAPATA;2000;06-feb-09
Pichincha;MUELLE;PINTURA;JAIME ZAPATA;2000;06-feb-09
Pichincha;TELURICO;PINTURA;JAIME ZAPATA;2004;06-feb-09
Cotopaxi;VIRGEN DEL ROSARIO;PINTURA;ANÓNIMO; SIGLO XVIII - XIX;31-ene-09
Imbabura;SEÑOR DE LA AGONIA ;ESCULTURA;CASPICARA;N/D;01-may-09
Imbabura;VIRGEN DEL ROSARIO;ESCULTURA;ANÓNIMO;N/D;01-may-09
Imbabura;VIRGEN DE QUITO INMACULADA;ESCULTURA;ANÓNIMO;N/D;01-may-09
Imbabura;SAGRADO CORAZON DE JESUS;ESCULTURA;ANÓNIMO;N/D;01-may-09
Imbabura;DIVINO NIÑO JESÚS;ESCULTURA;ANÓNIMO;N/D;01-may-09
Loja;CORONA DE VIRGEN  DEL CISNE;ORFEBRERÍA;ANÓNIMO;N/D;04-jul-09
Loja;CETRO;ORFEBRERÍA;ANÓNIMO;N/D;04-jul-09
Loja;MEDIA LUNA;ORFEBRERÍA;ANÓNIMO;N/D;04-jul-09
Loja;AUREOLA;ORFEBRERÍA;ANÓNIMO;N/D;04-jul-09
Loja;ARETES ;ORFEBRERÍA;ANÓNIMO;N/D;04-jul-09
Loja;CORONA DE NIÑO;ORFEBRERÍA;ANÓNIMO;N/D;04-jul-09
Azuay;CRISTO;ESCULTURA;ANÓNIMO; SIGLO XIX;27-sep-09
Cotopaxi;VIRGEN DE POMPEYA 1;PINTURA;ANÓNIMO; SIGLO XX;06-abr-09
Cotopaxi;CRISTO CRUCIFICADO;ESCULTURA;ANÓNIMO; SIGLO XIX;06-abr-09
Cotopaxi;VIRGEN DE POMPEYA 2 ;PINTURA;ANÓNIMO; SIGLO XX;2009
Pichincha;CRUCIFIJO;ESCULTURA;ANÓNIMO;SIGLO XVIII;04-ago-06
Pichincha;CRUCIFIJO;ESCULTURA;ANÓNIMO;SIGLO XVIII;27-jun-06
Pichincha;CRUCIFIJO;ESCULTURA;ANÓNIMO;SIGLO XVIII;27-jun-06
Pichincha;LA DOLOROSA;ESCULTURA;ANÓNIMO;SIGLO XVIII;27-jun-06
Pichincha;LA SAGRADA FAMILIA;ESCULTURA;ANÓNIMO;SIGLO XVIII;27-jun-06
Pichincha;NIÑO JESUS;ESCULTURA;ANÓNIMO;SIGLO XVIII;27-jun-06
Pichincha;MARÍA MADGALENA;ESCULTURA;ANÓNIMO;SIGLO XVIII;28-feb-99
Pichincha;CRISTO CRUCIFICADO;ESCULTURA;ANÓNIMO;N/D;15-nov-02
Pichincha;NIÑO JESÚS DE LA VIRGEN DEL CISNE;ESCULTURA;ANÓNIMO;N/D;15-nov-02
Pichincha;CORONA DE ORO;ORFEBRERÍA;ANÓNIMO;N/D;15-nov-02
Pichincha;CETRO DE ORO;ORFEBRERÍA;ANÓNIMO;N/D;15-nov-02
Pichincha;ARETES Y CADENA DE ORO VIRGEN DEL CISNE;ORFEBRERÍA;ANÓNIMO;N/D;15-nov-02
Pichincha;  FLOREROS DE BRONCE;ORFEBRERÍA;ANÓNIMO;N/D;15-nov-02
Pichincha;CANDELABRO DE BRONCE;ORFEBRERÍA;ANÓNIMO;N/D;15-nov-02
Pichincha;COPON DE BRONCE;ORFEBRERÍA;ANÓNIMO;N/D;15-nov-02
Pichincha;CETRO DE NIÑO JESUS DE ORO ;ORFEBRERÍA;ANÓNIMO;N/D;15-nov-02
Pichincha;CAMPANA DE BRONCE;ORFEBRERÍA;ANÓNIMO;N/D;15-nov-02
Pichincha;VIRGEN DE LA MERCED;PINTURA;ANÓNIMO; SIGLO XVII- XVIII;23-sep-02
Pichincha;CRISTO;ESCULTURA;ANÓNIMO;SIGLO XVIII;20-nov-02
Pichincha;SAN JOSÉ;ESCULTURA;ANÓNIMO;SIGLO XVIII;10-mar-99
Pichincha;VIRGEN INMACULADA;ESCULTURA;ANÓNIMO;SIGLO XVIII;14-sep-07
Pichincha;CAMPOESPACIAL 2;ESCULTURA; ESTUARDO MALDONADO AGUAYO;1974;25-mar-09
Pichincha;ESTRUCTURA ESPACIAL 2;ESCULTURA; ESTUARDO MALDONADO AGUAYO;1974;25-mar-09
Pichincha;HIPERESPECIAL 1;ESCULTURA; ESTUARDO MALDONADO AGUAYO;1974;25-mar-09
Pichincha;ESTRUCTURA CINÉTICA;ESCULTURA; ESTUARDO MALDONADO AGUAYO;1973;25-mar-09
Pichincha;HIPERESPECIAL 7;ESCULTURA; ESTUARDO MALDONADO AGUAYO;1973;25-mar-09
Pichincha;DINÁMICA EN EL ESPACIO;ESCULTURA; ESTUARDO MALDONADO AGUAYO;1973;25-mar-09
Pichincha;ESTRUCTURA MODULAR 1;ESCULTURA; ESTUARDO MALDONADO AGUAYO;1973;25-mar-09
Pichincha;MARINA ( 1);PINTURA; CARLOS CATASSE;2001;29-nov-08
Pichincha;MARINA ( 2);PINTURA;CARLOS CATASSE; SIGLO XX;29-nov-08
Pichincha;ARBOL (1);PINTURA;CARLOS CATASSE;2002;29-nov-08
Pichincha;PLAYA;PINTURA;CARLOS CATASSE;2007;29-nov-08
Pichincha;ARBOL  ( 2);PINTURA;CARLOS CATASSE;2008;29-nov-08
Pichincha;ABSTRACTO ( 1);PINTURA;VICTOR ANUFRIEV;2008;29-nov-08
Pichincha;ABSTRACTO  (2);PINTURA;VICTOR ANUFRIEV; SIGLO XX;29-nov-08
Pichincha;FLORERO;PINTURA;JORGE VINTIMILLA;2008;29-nov-08
Pichincha;ABSTRACTO ( 3);PINTURA;FERNANDO MANRIQUE; SIGLO XX;29-nov-08
Pichincha;   LIBROS;DOCUMENTAL;ANÓNIMO;N/D;N/E
Pichincha;MISAL;DOCUMENTAL;ANÓNIMO; SIGLO XIX;N/E
Pichincha;CASULLA;TEXTILES;ANÓNIMO; SIGLO XIX;23-mar-02
Pichincha;CRISTO SALVADOR;ESCULTURA;ANÓNIMO;N/D;25-mar-03
Pichincha;LA PIEDAD;ESCULTURA;MANUEL CHILI;SIGLO XVIII;N/E
Pichincha;SAN AMBROSIO;ESCULTURA;ANÓNIMO;N/D;N/E
Pichincha;SAN ESTANISLAO;ESCULTURA;ANÓNIMO;SIGLO XVIII;12-jun-95
Pichincha;NIÑO JESÚS;ESCULTURA;ANÓNIMO;N/D;N/E
Pichincha;SAN AGUSTÍN;ESCULTURA;ANÓNIMO;N/D;N/E
Pichincha;NUESTRA SEÑORA DE LA ASUNCIÓN ;ESCULTURA;ANÓNIMO;N/D;N/E
Pichincha;CRISTO SEDENTE;ESCULTURA;ANÓNIMO;SIGLO XVIII;N/E
Pichincha; SAN JOSE Y LA VIRGEN MARÍA;ESCULTURA;ANÓNIMO;N/D;N/E
Pichincha;SAN CRISPÍN;ESCULTURA;ANÓNIMO;N/D;18-jun-95
Pichincha;SAN GREGORIO;ESCULTURA;ANÓNIMO;N/D;N/E
Pichincha;LA ADORACIÓN DE LOS REYES MAGOS;PINTURA;BERNARDO RODRIGUEZ; SIGLO XVII;11-sep-94
Pichincha;SAN AGUSTIN DOCTOR DE LA IGLESIA ;ESCULTURA;ANÓNIMO;N/D;N/E
Pichincha;GALLO;ESCULTURA;ANÓNIMO;N/D;25-jul-02
Pichincha;  SAN JOAQUIN Y SANTA ANA ;ESCULTURA;ANÓNIMO;SIGLO XVIII;N/E
Pichincha;MASCARON ;ESCULTURA;ANÓNIMO;SIGLO XVIII;24-nov-93
Pichincha;MASCARON ;ESCULTURA;ANÓNIMO;SIGLO XVIII;24-nov-93
Pichincha;SAN JOSE Y EL NIÑO;PINTURA;ANÓNIMO;N/D;10-jul-00
Pichincha;SAN JOANNES BERCHMANS;PINTURA;ANÓNIMO;N/D;10-jul-00
Pichincha;NIÑO JESUS;ESCULTURA;ANÓNIMO;SIGLO XVIII;25-jul-98
Pichincha;SAN SALVADOR;ESCULTURA;ANÓNIMO;N/D;08-may-06
Pichincha;SAN CRISTOBAL;ESCULTURA;ANÓNIMO; SIGLO XVII;08-may-06
Pichincha;VIRGEN DE LA CONSOLACIÓN;PINTURA;ANÓNIMO; SIGLO XX;08-may-06
Pichincha;COPON DE PLATA;ORFEBRERÍA;ANÓNIMO;N/D;26-mar-03
Pichincha;FLOREROS DE BRONCE;ORFEBRERÍA;ANÓNIMO;N/D;26-mar-03
Pichincha;CALIZ DE BAÑADO EN PLATA;ORFEBRERÍA;ANÓNIMO;N/D;26-mar-03
Pichincha;CALIZ;ORFEBRERÍA;ANÓNIMO;N/D;26-mar-03
Pichincha;CALIZ;ORFEBRERÍA;ANÓNIMO;N/D;26-mar-03
Pichincha;CALIZ GRANDE;ORFEBRERÍA;ANÓNIMO;N/D;26-mar-03
Pichincha;ANGEL;ESCULTURA;ANÓNIMO;N/D;26-mar-03
Pichincha;VIRGEN DE LA MERCED;PINTURA;ANÓNIMO; SIGLO XVIII  APROX;01-abr-94
Pichincha; NEGACIÓN DE SAN PEDRO;PINTURA;ANÓNIMO; SIGLO XVIII - XIX;30-ago-93
Pichincha;CORONA DE LA VIRGEN DEL ROSARIO;ORFEBRERÍA;ANÓNIMO;SIGLO XVIII;30-ago-93
Pichincha;JESUS CAE POR PRIMERA VEZ ( ESCENA DE LA PASIÓN);PINTURA;ANÓNIMO;N/D;02-feb-94
Pichincha;LA DOLOROSA;PINTURA;ANÓNIMO; SIGLO XVII;29-nov-93
Pichincha;ANGEL TEBNATE;ESCULTURA;ANÓNIMO;SIGLO XVIII;18-ene-95
Pichincha;INMACULADA CONCEPCIÓN ;PINTURA;ANÓNIMO; SIGLO XVII- XVIII;08-sep-93
Pichincha;CRUCIFIJO CRISTO MUERTO ;ESCULTURA;ANÓNIMO;SIGLO XVI;04-oct-02
Pichincha;ARCANGEL SAN RAFAEL;PINTURA;ANÓNIMO;SIGLO XVIII;19-nov-92
Pichincha;SAGRADO CORAZÓN DE JESÚS;PINTURA;ANÓNIMO;N/D;07-may-94
Pichincha; NIÑO DE LA  VIRGEN DE MONSERRATH;ESCULTURA;ANÓNIMO; SIGLO XIX;02-nov-02
Pichincha;ARCANGEL ;ESCULTURA;ANÓNIMO; SIGLO VXIII;14-dic-96
Pichincha;BEATO FRAY JUAN DE PARMA;PINTURA;ATRIBUIDO A MIGUEL DE SANTIAGO;SIGLO XVIII;27-abr-95
Pichincha;IVO PRESVIT DE LA TERCERA ORDEN ;PINTURA;ANÓNIMO; SIGLO XIX;14-dic-96
Pichincha;JESUS ES CLAVADO EN LA CRUZ;PINTURA;ANÓNIMO;N/D;02-feb-94
Pichincha;SAN ANTONIO DE PADUA;PINTURA;ANÓNIMO;SIGLO XVIII;09-ago-02
Pichincha;VIRGEN DE LA INMACULADA;PINTURA;ANÓNIMO;SIGLO XVIII;09-ago-02
Pichincha;VIRGEN DE LA INMACULADA;PINTURA;ANÓNIMO; SIGLO XVII;21-may-00
Pichincha;NACIMIENTO;ESCULTURA;ATRIBUIDO A CASPICARA; SIGLO XVII;02-feb-05
Pichincha;LA SAGRADA FAMILIA;PINTURA;ANÓNIMO;SIGLO XVIII;17-dic-00
Pichincha;DESCENDIMIENTO O LA PIEDAD;PINTURA;ANÓNIMO;SIGLO XVIII;17-dic-00
Pichincha;CALIZ;ORFEBRERÍA;ANÓNIMO;SIGLO XVIII;17-dic-00
Pichincha;SAN JOSE;PINTURA;ANÓNIMO; SIGLO XVII;N/E
Pichincha;SANTA ISABEL REINA DE HUNGRIA;PINTURA;ANÓNIMO; SIGLO XVII;17-jun-05
Pichincha;LA VIRGEN EUCARISTICA;PINTURA;ANÓNIMO;N/D;15-may-00
Pichincha;NIÑO JESUS;ESCULTURA;ANÓNIMO;SIGLO XVIII;01-mar-99
Pichincha;VIRGEN INMACULADA CON ESPIRITU SANTO  ;ESCULTURA;ANÓNIMO; SIGLO XVIII - XIX;N/E
Pichincha;SAN FRANCISCO DE  ASÍS;ESCULTURA;ANÓNIMO;N/D;28-mar-00
Pichincha;CRISTO CRUCIFICADO;ESCULTURA;ANÓNIMO;SIGLO XVIII;28-oct-99
Pichincha;NIÑO;ESCULTURA;BERNARDO DE LEGARDA; SIGLO XVII;28-oct-99
Pichincha;CRISTO;ESCULTURA;ANÓNIMO;N/D;01-dic-05
Pichincha;POTENCIAS SAN PEDRO;ORFEBRERÍA;ANÓNIMO;N/D;01-dic-05
Pichincha;POTENCIAS SAN PABLO;ORFEBRERÍA;ANÓNIMO;N/D;01-dic-05
Pichincha;POTENCIAS SAN MARCOS;ORFEBRERÍA;ANÓNIMO;N/D;01-dic-05
Pichincha;COPON;ORFEBRERÍA;ANÓNIMO;N/D;01-dic-05
Pichincha;CALIZ;ORFEBRERÍA;ANÓNIMO;N/D;01-dic-05
Pichincha;MARIA DEL TRANSITO;PINTURA;ANÓNIMO;N/D;01-dic-05
Pichincha;SAGRADO CORAZÓN DE JESÚS ;ESCULTURA;ANÓNIMO;N/D;19-sep-99
Pichincha; ESCULTURAS DE LA VIRGEN MARIA;ESCULTURA;ANÓNIMO;N/D;19-sep-99
Pichincha;SAN VICENTE FERRER;ESCULTURA;ANÓNIMO;N/D;15-oct-02
Pichincha;LAS ALMAS DEL PULGATORIO;PINTURA;ANÓNIMO;N/D;15-oct-02
Pichincha;MARIA MADGALENA;ESCULTURA;ANÓNIMO;N/D;15-oct-02
Pichincha;SEÑOR DE LA BUENA ESPERANZA;ESCULTURA;ANÓNIMO;N/D;15-oct-02
Pichincha;CRUCIFIJO;ESCULTURA;ANÓNIMO;N/D;15-oct-02
Santo Domingo de los Tsáchilas;CUSTODIA Y SANTISIMO  ;ORFEBRERÍA;ANÓNIMO;N/D;12-abr-99
Pichincha;VIRGEN DEL ROSARIO;ESCULTURA;ANÓNIMO;N/D;02-jul-06
Pichincha;CRISTO CRUCIFICADO;ESCULTURA;ANÓNIMO;N/D;02-jul-06
Pichincha;CORONA, CETRO Y CADENA;ORFEBRERÍA;ANÓNIMO;N/D;02-jul-06
Pichincha;CRUCIFIJO;ESCULTURA;ANÓNIMO; SIGLO XX;29-oct-02
Pichincha;VIRGEN DEL CHINCHE;ESCULTURA;ANÓNIMO; SIGLO XX;29-oct-02
Pichincha;SAN VICENTE FERRER;ESCULTURA;ANÓNIMO; SIGLO XIX - XX;07-feb-99
Pichincha;VIRGEN DEL CARMEN;ESCULTURA;ANÓNIMO; SIGLO XX;07-feb-99
Pichincha;VIRGEN DE FÁTIMA;ESCULTURA;ANÓNIMO; SIGLO XX;07-feb-99
Pichincha;VIRGEN DEL TRANSITO;ESCULTURA;ANÓNIMO; SIGLO XX;07-feb-99
Pichincha;LA FLAGELACIÓN ;PINTURA;ANÓNIMO;1935;07-feb-99
Pichincha;VIRGEN DE QUITO INMACULADA;ESCULTURA;ANÓNIMO; SIGLO XVII;21-jul-08
Pichincha;SAN ANTONIO;ESCULTURA;ANÓNIMO;SIGLO XVIII;21-jul-08
Pichincha;CAMPANA DE BRONCE;ORFEBRERÍA;ANÓNIMO;N/D;07-jul-08
Chimborazo;NIÑO DE PRAGA;ESCULTURA;ANÓNIMO;SIGLO XVIII;10-oct-08
Pichincha; LA REDENCIÓN;PINTURA;JOAQUIÍN PINTO; SIGLO XX;01-jun-06
Imbabura;SAN PEDRO;ESCULTURA;ANÓNIMO;N/D;01-mar-98
Imbabura;VIRGEN DE QUITO INMACULADA;ESCULTURA;ANÓNIMO;N/D;01-mar-98
Imbabura;SAN FRANCISCO;ESCULTURA;ANÓNIMO;N/D;01-mar-98
Imbabura;SAN PEDRO;ESCULTURA;ANÓNIMO;N/D;11-ene-99
Imbabura;SAN PABLO  ;ESCULTURA;ANÓNIMO;N/D;11-ene-99
Imbabura;SAN JOAQUIN;ESCULTURA;ANÓNIMO;N/D;11-ene-99
Imbabura;SANTA ANA;ESCULTURA;ANÓNIMO;N/D;11-ene-99
Imbabura;SANTA TERESITA DE JESUS;ESCULTURA;ANÓNIMO;N/D;11-ene-99
Imbabura;SAGRADO CORAZÓN DE MARÍA;ESCULTURA;ANÓNIMO;N/D;11-ene-99
Imbabura;SAN ISIDRO LABRADOR;ESCULTURA;ANÓNIMO;N/D;11-ene-99
Imbabura;SAN JUAN BOSCO;ESCULTURA;ANÓNIMO;N/D;11-ene-99
Imbabura;SANTISIMA TRINIDAD;PINTURA;ANÓNIMO;N/D;11-ene-99
Imbabura;SAN MIGUEL ARCANGEL ;ESCULTURA;ANÓNIMO;N/D;11-ene-99
Imbabura;CRUCIFIJO;ESCULTURA;ANÓNIMO;N/D;11-ene-99
Imbabura;CUSTODIA ;ORFEBRERÍA;ANÓNIMO;N/D;11-ene-99
Azuay;CORONA DE PLATA ;ORFEBRERÍA;ANÓNIMO;N/D;17-oct-07
Cañar;VIRGEN DEL AUXILIO;ESCULTURA;ANÓNIMO;N/D;01-nov-07
Cañar;SEÑOR DE LA BUENA MUERTE;ESCULTURA;ANÓNIMO;N/D;01-nov-07
Imbabura;DESENDIMIENTO;PINTURA;SAN MIGUEL DE TROYA; SIGLO XVII- XVIII;01-oct-98
Imbabura;SAN MIGUEL ARCANGEL;PINTURA;SAN MIGUEL DE TROYA;SIGLO XVIII;01-oct-98
Imbabura;SAN VICENTE DE PAÚL;ESCULTURA;ANÓNIMO;N/D;01-oct-98
Imbabura;SANTA MARIANA DE JESÚS;ESCULTURA;ANÓNIMO;N/D;01-oct-98
Imbabura; MISALES;DOCUMENTAL;ANÓNIMO;N/D;01-oct-98
Imbabura; ANGELES;ESCULTURA;ANÓNIMO;N/D;01-ago-98
Imbabura;SANTA FAZ;PINTURA;NICOLAS GOMEZ; SIGLO XX;01-ago-98
Imbabura;SAGRARIO DE PLATA;ORFEBRERÍA;ANÓNIMO;N/D;01-ago-98
Imbabura;INCENSARIO ;ORFEBRERÍA;ANÓNIMO;N/D;01-ago-98
Imbabura;NIÑO JESÚS;ESCULTURA;GASPAR SANGURIMA;N/D;01-ago-98
Imbabura;CORAZÓN DE JESÚS;PINTURA;NICOLAS GOMEZ; SIGLO XX;01-ago-98
Imbabura;VIRGEN DE QUITO INMACULADA;ESCULTURA;BERNARDO DE LEGARDA;N/D;01-ago-98
Guayas;ACTA DE INDEPENDENCIA DE GUAYAQUIL;DOCUMENTAL;ANÓNIMO;N/D;07-may-02
Guayas;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;VALDIVIA;PERÍODO FORMATIVO 1500 A.C a 500 A.C;12-dic-99
Guayas;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;VALDIVIA;PERÍODO FORMATIVO 1500 A.C a 500 A.C;12-dic-99
Loja;ANGEL 1;ESCULTURA;ANÓNIMO; SIGLO XVIII - XIX;07-may-05
Loja;ANGEL 2;ESCULTURA;ANÓNIMO; SIGLO XVIII - XIX;07-may-05
Loja;ANGEL 3;ESCULTURA;ANÓNIMO; SIGLO XVIII - XIX;07-may-05
Loja;ANGEL 4;ESCULTURA;ANÓNIMO; SIGLO XVIII - XIX;07-may-05
Loja;CUSTODIA ;ORFEBRERÍA;ANÓNIMO;N/D;21-dic-98
Chimborazo;ARCANGEL SAN MIGUEL;ESCULTURA;ANÓNIMO;1534;05-mar-05
Chimborazo;VIRGEN INMACULADA;ESCULTURA;ANÓNIMO;N/D;02-ene-99
Chimborazo;SAN JOSÉ;ESCULTURA;ANÓNIMO;N/D;02-ene-99
Chimborazo;SAN JUAN BAUTISTA;ESCULTURA;ANÓNIMO; SIGLO XIX;03-abr-96
Chimborazo;AUREOLA DE PLATA;ORFEBRERÍA;ANÓNIMO;SIGLO XVIII;03-abr-96
Chimborazo; POTENCIAS;ORFEBRERÍA;ANÓNIMO;N/D;03-abr-96
Chimborazo;SEÑOR RESUCITADO;ESCULTURA;ANÓNIMO;N/D;03-abr-96
Chimborazo;CORAZON DE PLATA;ORFEBRERÍA;ANÓNIMO;N/D;03-abr-96
Chimborazo;AUREOLA DE PLATA;ORFEBRERÍA;ANÓNIMO;N/D;03-abr-96
Chimborazo;INCENSARIO DE PLATA;ORFEBRERÍA;ANÓNIMO;N/D;03-abr-96
Chimborazo;CORONA DE PLATA  ;ORFEBRERÍA;ANÓNIMO;N/D;03-abr-96
Chimborazo;TRES POTENCIAS;ORFEBRERÍA;ANÓNIMO;N/D;03-abr-96
Chimborazo;CALIZ DE PLATA;ORFEBRERÍA;ANÓNIMO; SIGLO XX;03-abr-96
